NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
Dzip1	1	ENSMUSG00000042156	
Ptrh2	1	ENSMUSG00000072582	
Ptrh1	1	ENSMUSG00000053746	
Gm50359	1	ENSMUSG00000117700	
Cryab	1	ENSMUSG00000032060	
Gm12089	1	ENSMUSG00000085165	
Gm25395	1	ENSMUSG00000087968	
Szrd1	1	ENSMUSG00000040842	
Spata9	1	ENSMUSG00000021590	
BC050972	1	ENSMUSG00000092131	
Timmdc1	1	ENSMUSG00000002846	
Jmjd1c	1	ENSMUSG00000037876	
Spata3	1	ENSMUSG00000026226	
9530052C20Rik	1	ENSMUSG00000097858	
Gm49368	1	ENSMUSG00000108596	
Spata4	1	ENSMUSG00000031518	
Ash2l	1	ENSMUSG00000031575	
Spata1	1	ENSMUSG00000028188	
Spata2	1	ENSMUSG00000047030	
Spata7	1	ENSMUSG00000021007	
Spata5	1	ENSMUSG00000027722	
Spata6	1	ENSMUSG00000034401	
Bvht	1	ENSMUSG00000098098	
Gm12070	1	ENSMUSG00000069939	
Dhrs13os	1	ENSMUSG00000087050	
Coq8a	1	ENSMUSG00000026489	
2700054A10Rik	1	ENSMUSG00000117042	
Coq8b	1	ENSMUSG00000003762	
BC048644	1	ENSMUSG00000074052	
Cyld	1	ENSMUSG00000036712	
1700047F07Rik	1	ENSMUSG00000085549	
Lsg1	1	ENSMUSG00000022538	
Pik3r5	1	ENSMUSG00000020901	
Pik3r6	1	ENSMUSG00000046207	
Tkt	1	ENSMUSG00000021957	
Pik3r1	1	ENSMUSG00000041417	
Pik3r2	1	ENSMUSG00000031834	
Pik3r3	1	ENSMUSG00000028698	
Pik3r4	1	ENSMUSG00000032571	
Gm36033	1	ENSMUSG00000111058	
Prkar1a	1	ENSMUSG00000020612	
Gm37361	1	ENSMUSG00000103628	
Prkar1b	1	ENSMUSG00000025855	
Gm38699	1	ENSMUSG00000113691	
Pabpc4l	1	ENSMUSG00000090919	
D730045B01Rik	1	ENSMUSG00000054622	
Bbox1	1	ENSMUSG00000041660	
Gm12094	1	ENSMUSG00000080851	
Gm12096	1	ENSMUSG00000081712	
Gm12097	1	ENSMUSG00000081887	
Gm12090	1	ENSMUSG00000081575	
Bcdin3d	1	ENSMUSG00000037525	
Gm36043	1	ENSMUSG00000117964	
Prkar2a	1	ENSMUSG00000032601	
Gm12091	1	ENSMUSG00000085893	
Gm12092	1	ENSMUSG00000084850	
Prkar2b	1	ENSMUSG00000002997	
Gm12098	1	ENSMUSG00000082078	
Chrna1os	1	ENSMUSG00000086382	
Il1rapl1	1	ENSMUSG00000052372	
Mcrs1	1	ENSMUSG00000037570	
Gm50340	1	ENSMUSG00000118100	
Gm50341	1	ENSMUSG00000117979	
Myt1l	1	ENSMUSG00000061911	
Ash1l	1	ENSMUSG00000028053	
Arcn1	1	ENSMUSG00000032096	
Zfp46	1	ENSMUSG00000051351	
Tmem170b	1	ENSMUSG00000087370	
Zfp40	1	ENSMUSG00000002617	
Zfp41	1	ENSMUSG00000047003	
Grb14	1	ENSMUSG00000026888	
Tnc	1	ENSMUSG00000028364	
Grb10	1	ENSMUSG00000020176	
Tnf	1	ENSMUSG00000024401	
Drosha	1	ENSMUSG00000022191	
Egln1	1	ENSMUSG00000031987	
Egln2	1	ENSMUSG00000058709	
Alyref2	1	ENSMUSG00000060244	
Egln3	1	ENSMUSG00000035105	
Ncbp2as2	1	ENSMUSG00000107002	
4930596I21Rik	1	ENSMUSG00000104900	
Cys1	1	ENSMUSG00000062563	
1700102P08Rik	1	ENSMUSG00000032611	
Tnr	1	ENSMUSG00000015829	
Tbx3os1	1	ENSMUSG00000087516	
Malt1	1	ENSMUSG00000032688	
Zfp35	1	ENSMUSG00000063281	
Zfp36	1	ENSMUSG00000044786	
Zfp30	1	ENSMUSG00000047473	
Krit1	1	ENSMUSG00000000600	
Zfp37	1	ENSMUSG00000028389	
Zfp39	1	ENSMUSG00000037001	
7420700N18Rik	1	ENSMUSG00000109915	
Cyp2d22	1	ENSMUSG00000061740	
Mtch2	1	ENSMUSG00000027282	
Mtch1	1	ENSMUSG00000024012	
Tox	1	ENSMUSG00000041272	
Zfp68	1	ENSMUSG00000058291	
Zfp69	1	ENSMUSG00000064141	
Zfp62	1	ENSMUSG00000046311	
Ccdc85a	1	ENSMUSG00000032878	
Zfp64	1	ENSMUSG00000027551	
Ccdc85b	1	ENSMUSG00000095098	
Zfp65	1	ENSMUSG00000071281	
Ccdc85c	1	ENSMUSG00000084883	
Tpm3-rs7	1	ENSMUSG00000058126	
B430218F22Rik	1	ENSMUSG00000097411	
Tpr	1	ENSMUSG00000006005	
Zfp72	1	ENSMUSG00000069184	
5730420D15Rik	1	ENSMUSG00000097766	
Man1a	1	ENSMUSG00000003746	
Ndor1	1	ENSMUSG00000006471	
Lrch1	1	ENSMUSG00000068015	
Zfp57	1	ENSMUSG00000036036	
Lrch2	1	ENSMUSG00000031290	
Zfp58	1	ENSMUSG00000071291	
Zfp51	1	ENSMUSG00000023892	
Zfp52	1	ENSMUSG00000051341	
Asmt	1	ENSMUSG00000093806	
Zfp53	1	ENSMUSG00000057409	
Zfp54	1	ENSMUSG00000023882	
Lsm2	1	ENSMUSG00000007050	
Lsm3	1	ENSMUSG00000034192	
Lsm4	1	ENSMUSG00000031848	
Lsm5	1	ENSMUSG00000091625	
Zfp59	1	ENSMUSG00000078779	
Lrch3	1	ENSMUSG00000022801	
Lrch4	1	ENSMUSG00000093445	
Ermap	1	ENSMUSG00000028644	
Lsm1	1	ENSMUSG00000037296	
Clca3a1	1	ENSMUSG00000056025	
BC025920	1	ENSMUSG00000074862	
Lsm6	1	ENSMUSG00000031683	
Lsm7	1	ENSMUSG00000035215	
Lsm8	1	ENSMUSG00000044155	
Zfp60	1	ENSMUSG00000037640	
Cgrrf1	1	ENSMUSG00000055128	
Zfp61	1	ENSMUSG00000050605	
Gapdh-ps14	1	ENSMUSG00000098149	
Gapdh-ps16	1	ENSMUSG00000078967	
Gapdh-ps15	1	ENSMUSG00000096438	
Zfp84	1	ENSMUSG00000046185	
Rhox7-ps1	1	ENSMUSG00000084009	
Zfp85	1	ENSMUSG00000058331	
Zfp87	1	ENSMUSG00000097333	
Asns	1	ENSMUSG00000029752	
Trf	1	ENSMUSG00000032554	
Trh	1	ENSMUSG00000005892	
Cers6	1	ENSMUSG00000027035	
Il15ra	1	ENSMUSG00000023206	
Lsp1	1	ENSMUSG00000018819	
A530095I07Rik	1	ENSMUSG00000051805	
Cers5	1	ENSMUSG00000023021	
Cers4	1	ENSMUSG00000008206	
Cers3	1	ENSMUSG00000030510	
Tro	1	ENSMUSG00000025272	
Cers2	1	ENSMUSG00000015714	
Cers1	1	ENSMUSG00000087408	
Zfp91	1	ENSMUSG00000024695	
Zfp93	1	ENSMUSG00000055305	
Zfp94	1	ENSMUSG00000074282	
Zfp90	1	ENSMUSG00000031907	
Zfp78	1	ENSMUSG00000055150	
Zfp74	1	ENSMUSG00000059975	
Trappc9	1	ENSMUSG00000047921	
Trappc8	1	ENSMUSG00000033382	
Trappc5	1	ENSMUSG00000040236	
Trappc4	1	ENSMUSG00000032112	
Trappc3	1	ENSMUSG00000028847	
Gapdh	1	ENSMUSG00000057666	
Trappc2	1	ENSMUSG00000079317	
Tsn	1	ENSMUSG00000026374	
Trappc1	1	ENSMUSG00000049299	
Nt5dc2	1	ENSMUSG00000071547	
Cert1	1	ENSMUSG00000021669	
Mtcl1	1	ENSMUSG00000052105	
Nt5dc3	1	ENSMUSG00000054027	
Tst	1	ENSMUSG00000044986	
Nt5dc1	1	ENSMUSG00000039480	
Tsx	1	ENSMUSG00000031329	
Zfp81	1	ENSMUSG00000003929	
Zfp82	1	ENSMUSG00000098022	
Spred1	1	ENSMUSG00000027351	
Spred3	1	ENSMUSG00000037239	
Atad3a	1	ENSMUSG00000029036	
Spred2	1	ENSMUSG00000045671	
Slc47a1	1	ENSMUSG00000010122	
AU040320	1	ENSMUSG00000028830	
4930432B10Rik	1	ENSMUSG00000097007	
4930445N18Rik	1	ENSMUSG00000097738	
Pdcd4	1	ENSMUSG00000024975	
Pdcd1	1	ENSMUSG00000026285	
Ttk	1	ENSMUSG00000038379	
Ttl	1	ENSMUSG00000027394	
Ttn	1	ENSMUSG00000051747	
Camk2g	1	ENSMUSG00000021820	
Aspn	1	ENSMUSG00000021388	
Aspm	1	ENSMUSG00000033952	
Camk2d	1	ENSMUSG00000053819	
P2ry6	1	ENSMUSG00000048779	
Camk2b	1	ENSMUSG00000057897	
Ttr	1	ENSMUSG00000061808	
Asph	1	ENSMUSG00000028207	
Camk2a	1	ENSMUSG00000024617	
P2ry2	1	ENSMUSG00000032860	
Aspg	1	ENSMUSG00000037686	
P2ry1	1	ENSMUSG00000027765	
Bicc1	1	ENSMUSG00000014329	
Cdc37l1	1	ENSMUSG00000024780	
Aspa	1	ENSMUSG00000020774	
Atad2b	1	ENSMUSG00000052812	
Tub	1	ENSMUSG00000031028	
Mllt6	1	ENSMUSG00000038437	
Gpr137b	1	ENSMUSG00000021306	
Gpr137c	1	ENSMUSG00000049092	
Mllt3	1	ENSMUSG00000028496	
Uroc1	1	ENSMUSG00000034456	
Mllt1	1	ENSMUSG00000024212	
Zfp97	1	ENSMUSG00000095990	
Pdcd1lg2	1	ENSMUSG00000016498	
Ass1	1	ENSMUSG00000076441	
P2rx7	1	ENSMUSG00000029468	
Sgce	1	ENSMUSG00000004631	
P2rx6	1	ENSMUSG00000022758	
Trarg1	1	ENSMUSG00000046275	
Sgcd	1	ENSMUSG00000020354	
P2rx5	1	ENSMUSG00000005950	
P2rx4	1	ENSMUSG00000029470	
Cpt1a	1	ENSMUSG00000024900	
P2rx3	1	ENSMUSG00000027071	
Sgcb	1	ENSMUSG00000029156	
Pdcd7	1	ENSMUSG00000041837	
P2rx2	1	ENSMUSG00000029503	
Sgca	1	ENSMUSG00000001508	
Pdcd5	1	ENSMUSG00000030417	
P2rx1	1	ENSMUSG00000020787	
Pdcd6	1	ENSMUSG00000021576	
Bicd2	1	ENSMUSG00000037933	
Bicd1	1	ENSMUSG00000003452	
Cpt1c	1	ENSMUSG00000007783	
Sorl1	1	ENSMUSG00000049313	
Lst1	1	ENSMUSG00000073412	
Gm26725	1	ENSMUSG00000097092	
Gm26728	1	ENSMUSG00000101162	
Gde1	1	ENSMUSG00000033917	
Gm13414	1	ENSMUSG00000087635	
Hgh1	1	ENSMUSG00000022554	
Gm13413	1	ENSMUSG00000083004	
Gm13410	1	ENSMUSG00000083116	
Wars2	1	ENSMUSG00000004233	
Aars2	1	ENSMUSG00000023938	
Wars1	1	ENSMUSG00000021266	
Gm1866	1	ENSMUSG00000082070	
Gm13416	1	ENSMUSG00000084241	
Prkaa1	1	ENSMUSG00000050697	
Gm13415	1	ENSMUSG00000085057	
Prkaa2	1	ENSMUSG00000028518	
Gm13418	1	ENSMUSG00000082307	
1810041H14Rik	1	ENSMUSG00000102112	
Tax1bp1	1	ENSMUSG00000004535	
Fam180a	1	ENSMUSG00000047420	
Tax1bp3	1	ENSMUSG00000040158	
Necap2	1	ENSMUSG00000028923	
Slc6a19	1	ENSMUSG00000021565	
Necap1	1	ENSMUSG00000030327	
Hnrnpll	1	ENSMUSG00000024095	
Slc6a15	1	ENSMUSG00000019894	
Pde12	1	ENSMUSG00000043702	
Slc6a14	1	ENSMUSG00000031089	
Espl1	1	ENSMUSG00000058290	
Slc6a17	1	ENSMUSG00000027894	
Slc6a11	1	ENSMUSG00000030307	
Slc6a13	1	ENSMUSG00000030108	
Tmem167b	1	ENSMUSG00000068732	
Slc6a12	1	ENSMUSG00000030109	
Camk1g	1	ENSMUSG00000016179	
Gm14730	1	ENSMUSG00000082262	
Gm1859	1	ENSMUSG00000118240	
Camk1d	1	ENSMUSG00000039145	
Gm13408	1	ENSMUSG00000081992	
Smarce1	1	ENSMUSG00000037935	
Fam181b	1	ENSMUSG00000051515	
Snorc	1	ENSMUSG00000026258	
Pradc1	1	ENSMUSG00000030008	
Txk	1	ENSMUSG00000054892	
Gm13433	1	ENSMUSG00000083043	
Gm13436	1	ENSMUSG00000083716	
Zfhx2os	1	ENSMUSG00000093452	
Gm13435	1	ENSMUSG00000083815	
Gm14766	1	ENSMUSG00000084340	
Gm13430	1	ENSMUSG00000083101	
Gm14760	1	ENSMUSG00000081221	
Gatd3a	1	ENSMUSG00000053329	
Cerkl	1	ENSMUSG00000075256	
Mtcp1	1	ENSMUSG00000031200	
Gm13431	1	ENSMUSG00000087187	
Cabin1	1	ENSMUSG00000020196	
Gm12107	1	ENSMUSG00000086335	
Ddias	1	ENSMUSG00000030641	
Gm12108	1	ENSMUSG00000086386	
1810024B03Rik	1	ENSMUSG00000044145	
Gm12109	1	ENSMUSG00000081613	
Vps8	1	ENSMUSG00000033653	
BC106179	1	ENSMUSG00000045231	
Gm26744	1	ENSMUSG00000097401	
Rtn4ip1	1	ENSMUSG00000019864	
Ptpdc1	1	ENSMUSG00000038042	
Gm26740	1	ENSMUSG00000097705	
Faah	1	ENSMUSG00000034171	
Gm25405	1	ENSMUSG00000119845	
A430102K17Rik	1	ENSMUSG00000107288	
Gm13423	1	ENSMUSG00000081648	
Gm13422	1	ENSMUSG00000084098	
Gdf3	1	ENSMUSG00000030117	
Gdf6	1	ENSMUSG00000051279	
Gdf5	1	ENSMUSG00000038259	
Gm13421	1	ENSMUSG00000085929	
H1f11-ps	1	ENSMUSG00000091230	
Gdf7	1	ENSMUSG00000037660	
Gdf9	1	ENSMUSG00000018238	
Gm13427	1	ENSMUSG00000087549	
Pde1b	1	ENSMUSG00000022489	
Pde1c	1	ENSMUSG00000004347	
Smlr1	1	ENSMUSG00000096546	
Pde1a	1	ENSMUSG00000059173	
Gm38708	1	ENSMUSG00000108010	
Fam183b	1	ENSMUSG00000049154	
H2al1m	1	ENSMUSG00000100200	
Dele1	1	ENSMUSG00000024442	
Il10	1	ENSMUSG00000016529	
Il11	1	ENSMUSG00000004371	
Gdi1	1	ENSMUSG00000015291	
Rdh8	1	ENSMUSG00000053773	
Il15	1	ENSMUSG00000031712	
Faf2	1	ENSMUSG00000025873	
Faf1	1	ENSMUSG00000010517	
Gdi2	1	ENSMUSG00000021218	
Crxos	1	ENSMUSG00000074365	
Il18	1	ENSMUSG00000039217	
Il19	1	ENSMUSG00000016524	
Tlcd4	1	ENSMUSG00000028132	
Il16	1	ENSMUSG00000001741	
Tlcd1	1	ENSMUSG00000019437	
Tlcd2	1	ENSMUSG00000038217	
Pik3c3	1	ENSMUSG00000033628	
Tlcd5	1	ENSMUSG00000048503	
Gm14706	1	ENSMUSG00000083482	
Umps	1	ENSMUSG00000022814	
Gm14703	1	ENSMUSG00000087644	
Kptn	1	ENSMUSG00000006021	
Espnl	1	ENSMUSG00000049515	
Plagl1	1	ENSMUSG00000019817	
Mettl7a1	1	ENSMUSG00000054619	
Aldh16a1	1	ENSMUSG00000007833	
Micu2	1	ENSMUSG00000021973	
Plagl2	1	ENSMUSG00000051413	
Micu3	1	ENSMUSG00000039478	
Eif3j2	1	ENSMUSG00000043424	
Eif3j1	1	ENSMUSG00000027236	
Micu1	1	ENSMUSG00000020111	
Rdh5	1	ENSMUSG00000025350	
Fadd	1	ENSMUSG00000031077	
Sgk3	1	ENSMUSG00000025915	
Sgk2	1	ENSMUSG00000017868	
Rdh1	1	ENSMUSG00000089789	
Sgk1	1	ENSMUSG00000019970	
Pdcl3	1	ENSMUSG00000026078	
Gm26708	1	ENSMUSG00000097016	
Il33	1	ENSMUSG00000024810	
Gm26703	1	ENSMUSG00000097877	
Gm26704	1	ENSMUSG00000097875	
Il34	1	ENSMUSG00000031750	
Map2k7	1	ENSMUSG00000002948	
Map2k6	1	ENSMUSG00000020623	
Map2k5	1	ENSMUSG00000058444	
Il21	1	ENSMUSG00000027718	
Il25	1	ENSMUSG00000040770	
Il24	1	ENSMUSG00000026420	
Tacc2	1	ENSMUSG00000030852	
Tacc1	1	ENSMUSG00000065954	
Il27	1	ENSMUSG00000044701	
Tacc3	1	ENSMUSG00000037313	
Tjp1	1	ENSMUSG00000030516	
Map2k4	1	ENSMUSG00000033352	
Il1a	1	ENSMUSG00000027399	
2610005L07Rik	2	ENSMUSG00000071793:ENSMUSG00000121345	
Map2k3	1	ENSMUSG00000018932	
Map2k2	1	ENSMUSG00000035027	
Gm14719	1	ENSMUSG00000082192	
Map2k1	1	ENSMUSG00000004936	
Il1b	1	ENSMUSG00000027398	
Sort1	1	ENSMUSG00000068747	
Hnrnph3	1	ENSMUSG00000020069	
Hnrnph2	1	ENSMUSG00000045427	
Hnrnph1	1	ENSMUSG00000007850	
Cks1brt	1	ENSMUSG00000062687	
Tjp3	1	ENSMUSG00000034917	
Tjp2	1	ENSMUSG00000024812	
Ermp1	1	ENSMUSG00000046324	
Gm12161	1	ENSMUSG00000080981	
Gm13493	1	ENSMUSG00000087701	
Pspc1	1	ENSMUSG00000021938	
Gm12168	1	ENSMUSG00000082530	
Pde7b	1	ENSMUSG00000019990	
Bbof1	1	ENSMUSG00000057265	
4930417H01Rik	1	ENSMUSG00000087017	
Gm13496	1	ENSMUSG00000085755	
Gm12164	1	ENSMUSG00000081251	
Pde7a	1	ENSMUSG00000069094	
Gm12165	1	ENSMUSG00000082870	
Gm13498	1	ENSMUSG00000083270	
Gm12166	1	ENSMUSG00000069899	
Gm50432	1	ENSMUSG00000118052	
Tm6sf1	1	ENSMUSG00000038623	
Rdm1	1	ENSMUSG00000010362	
Ero1b	1	ENSMUSG00000057069	
Tm6sf2	1	ENSMUSG00000036151	
Ero1a	1	ENSMUSG00000021831	
Pde6g	1	ENSMUSG00000025386	
Pde6h	1	ENSMUSG00000064330	
Sec61a2	1	ENSMUSG00000025816	
Sec61a1	1	ENSMUSG00000030082	
Thnsl1	1	ENSMUSG00000048550	
Thnsl2	1	ENSMUSG00000054474	
Ncmap	1	ENSMUSG00000043924	
Faim	1	ENSMUSG00000032463	
Gm13483	1	ENSMUSG00000085862	
H2ac8	1	ENSMUSG00000069272	
H2ac6	1	ENSMUSG00000069270	
H2ac7	1	ENSMUSG00000071478	
H2ac4	1	ENSMUSG00000061615	
Pde8a	1	ENSMUSG00000025584	
Gm12153	1	ENSMUSG00000087172	
Pde8b	1	ENSMUSG00000021684	
Gm13487	1	ENSMUSG00000083449	
Sgo1	1	ENSMUSG00000023940	
Zgrf1	1	ENSMUSG00000051278	
1700081N11Rik	1	ENSMUSG00000113209	
Olfml1	1	ENSMUSG00000051041	
Olfml3	1	ENSMUSG00000027848	
Gm26797	1	ENSMUSG00000097572	
Gm12182	1	ENSMUSG00000083460	
Gm12183	1	ENSMUSG00000082454	
Gm12184	1	ENSMUSG00000078154	
Gm12185	1	ENSMUSG00000048852	
Cct3-ps1	1	ENSMUSG00000083937	
Pde9a	1	ENSMUSG00000041119	
Gm25492	1	ENSMUSG00000088008	
Ubb	1	ENSMUSG00000019505	
Gdnf	1	ENSMUSG00000022144	
Ssmem1	1	ENSMUSG00000029784	
Taco1	1	ENSMUSG00000001983	
Ubd	1	ENSMUSG00000035186	
Ubc	1	ENSMUSG00000008348	
Prkag3	1	ENSMUSG00000006542	
Pik3cg	1	ENSMUSG00000020573	
Pik3cb	1	ENSMUSG00000032462	
2300009A05Rik	1	ENSMUSG00000032403	
Pik3cd	1	ENSMUSG00000039936	
Prkag1	1	ENSMUSG00000067713	
Prkag2	1	ENSMUSG00000028944	
Pik3ca	1	ENSMUSG00000027665	
Gm12174	1	ENSMUSG00000080776	
Zfa-ps	1	ENSMUSG00000049576	
A530076I17Rik	1	ENSMUSG00000086124	
Gm128	1	ENSMUSG00000068860	
Gm12176	1	ENSMUSG00000082792	
Gm36129	1	ENSMUSG00000120079	
Upk3a	1	ENSMUSG00000022435	
Upk3b	1	ENSMUSG00000042985	
Gm13450	1	ENSMUSG00000083533	
B230322F03Rik	1	ENSMUSG00000097509	
Upk1a	1	ENSMUSG00000006313	
Upk1b	1	ENSMUSG00000049436	
1700030L22Rik	1	ENSMUSG00000113179	
Gm13456	1	ENSMUSG00000082536	
BC034090	1	ENSMUSG00000033722	
Pde3a	1	ENSMUSG00000041741	
Slit1	1	ENSMUSG00000025020	
Slit2	1	ENSMUSG00000031558	
Ggact	1	ENSMUSG00000041625	
Slirp	1	ENSMUSG00000021040	
A930017M01Rik	1	ENSMUSG00000060530	
Slit3	1	ENSMUSG00000056427	
Gm1826	1	ENSMUSG00000082028	
Gm13453	1	ENSMUSG00000083240	
4933429H19Rik	1	ENSMUSG00000097786	
Gm26760	1	ENSMUSG00000097068	
Fam184b	1	ENSMUSG00000015879	
Pde2a	1	ENSMUSG00000110195	
Fam184a	1	ENSMUSG00000019856	
Ccnb2-ps	1	ENSMUSG00000083718	
Gm49400	1	ENSMUSG00000113899	
1700027A15Rik	1	ENSMUSG00000101968	
Gm25432	1	ENSMUSG00000117771	
Oxct1	1	ENSMUSG00000022186	
Gm14776	1	ENSMUSG00000083421	
Pde4a	1	ENSMUSG00000032177	
Cspg4b	1	ENSMUSG00000021763	
Pde4b	1	ENSMUSG00000028525	
Prkaca	1	ENSMUSG00000005469	
Gm12115	1	ENSMUSG00000099902	
Gm13446	1	ENSMUSG00000086555	
Prkacb	1	ENSMUSG00000005034	
Gm1818	1	ENSMUSG00000091277	
Gm12111	1	ENSMUSG00000085402	
Pcdh11x	1	ENSMUSG00000034755	
Fam185a	1	ENSMUSG00000047221	
Pde3b	1	ENSMUSG00000030671	
Il7r	1	ENSMUSG00000003882	
Mysm1	1	ENSMUSG00000062627	
Fan1	1	ENSMUSG00000033458	
Tnip3	1	ENSMUSG00000044162	
Tnip2	1	ENSMUSG00000059866	
Tnip1	1	ENSMUSG00000020400	
Sgtb	1	ENSMUSG00000042743	
Wtap	1	ENSMUSG00000060475	
Sgta	1	ENSMUSG00000004937	
Gm13477	1	ENSMUSG00000083849	
Pde5a	1	ENSMUSG00000053965	
Gm12149	1	ENSMUSG00000082614	
1700001P01Rik	1	ENSMUSG00000018543	
Gm1848	1	ENSMUSG00000083892	
Mmachc	1	ENSMUSG00000028690	
Czib	1	ENSMUSG00000028608	
Gm26782	1	ENSMUSG00000097431	
Fam186b	1	ENSMUSG00000078907	
Fam186a	1	ENSMUSG00000045350	
Pde4c	1	ENSMUSG00000031842	
Pde4d	1	ENSMUSG00000021699	
Gm26787	1	ENSMUSG00000096993	
Gm26788	1	ENSMUSG00000096992	
Ltbr	1	ENSMUSG00000030339	
Ate1	1	ENSMUSG00000030850	
Gm13461	1	ENSMUSG00000081999	
Snrpd2	1	ENSMUSG00000040824	
Gm24119	1	ENSMUSG00000077167	
Lasp1	1	ENSMUSG00000038366	
Snrpd1	1	ENSMUSG00000002477	
6030460B20Rik	1	ENSMUSG00000103822	
Lmx1a	1	ENSMUSG00000026686	
Tmem63c	1	ENSMUSG00000034145	
Pde6d	1	ENSMUSG00000026239	
Gm12136	1	ENSMUSG00000082390	
Tmem63b	1	ENSMUSG00000036026	
Lmx1b	1	ENSMUSG00000038765	
Pde6a	1	ENSMUSG00000024575	
Gm12138	1	ENSMUSG00000082087	
Gm14794	1	ENSMUSG00000081673	
Snrpd3	1	ENSMUSG00000020180	
Tmem63a	1	ENSMUSG00000026519	
Sgsh	1	ENSMUSG00000005043	
Gm13464	1	ENSMUSG00000080994	
Gm1833	1	ENSMUSG00000100362	
Fam187a	1	ENSMUSG00000075510	
Prkab2	1	ENSMUSG00000038205	
Fam187b	1	ENSMUSG00000046826	
Prkab1	1	ENSMUSG00000029513	
Gm26779	1	ENSMUSG00000097140	
Atf2	1	ENSMUSG00000027104	
Atf1	1	ENSMUSG00000023027	
Unc50	1	ENSMUSG00000026111	
Prkd3	1	ENSMUSG00000024070	
Las1l	1	ENSMUSG00000057421	
Fabp3-ps1	1	ENSMUSG00000056366	
2010002M09Rik	1	ENSMUSG00000120952	
Slc38a11	1	ENSMUSG00000061171	
Slc38a10	1	ENSMUSG00000061306	
Prkd1	1	ENSMUSG00000002688	
Mbnl3	1	ENSMUSG00000036109	
Prkd2	1	ENSMUSG00000041187	
Catsperg1	1	ENSMUSG00000049676	
2210408F21Rik	1	ENSMUSG00000087380	
Frem3	1	ENSMUSG00000042353	
Frem2	1	ENSMUSG00000037016	
Frem1	1	ENSMUSG00000059049	
Psmb11	1	ENSMUSG00000072423	
Pex11a	1	ENSMUSG00000030545	
Pex11b	1	ENSMUSG00000028102	
C3ar1	1	ENSMUSG00000040552	
Psmb10	1	ENSMUSG00000031897	
Atg3	1	ENSMUSG00000022663	
Cldn23	1	ENSMUSG00000055976	
1700006J14Rik	1	ENSMUSG00000034764	
Daam2	1	ENSMUSG00000040260	
Daam1	1	ENSMUSG00000034574	
Cldn20	1	ENSMUSG00000091530	
Prkcq	1	ENSMUSG00000026778	
Pex11g	1	ENSMUSG00000069633	
Zmynd8	1	ENSMUSG00000039671	
Eif5a2	1	ENSMUSG00000050192	
Prkcg	1	ENSMUSG00000078816	
Prkch	1	ENSMUSG00000021108	
Prkci	1	ENSMUSG00000037643	
Prkcb	1	ENSMUSG00000052889	
Mbnl2	1	ENSMUSG00000022139	
Mbnl1	1	ENSMUSG00000027763	
Prkcd	1	ENSMUSG00000021948	
Prkce	1	ENSMUSG00000045038	
Arntl2	1	ENSMUSG00000040187	
Far2	1	ENSMUSG00000030303	
Pkd2l2	1	ENSMUSG00000014503	
Far1	1	ENSMUSG00000030759	
Prkca	1	ENSMUSG00000050965	
Atf7	1	ENSMUSG00000099083	
Atf6	1	ENSMUSG00000026663	
Atf5	1	ENSMUSG00000038539	
Atf4	1	ENSMUSG00000042406	
Atf3	1	ENSMUSG00000026628	
Cldn12	1	ENSMUSG00000046798	
Cldn15	1	ENSMUSG00000001739	
Adgra1	1	ENSMUSG00000025475	
Adgra2	1	ENSMUSG00000031486	
Gm36198	1	ENSMUSG00000110915	
Cldn11	1	ENSMUSG00000037625	
Cldn10	1	ENSMUSG00000022132	
Pitpnb	1	ENSMUSG00000050017	
Pitpna	1	ENSMUSG00000017781	
Gm36199	1	ENSMUSG00000117427	
Cldn19	1	ENSMUSG00000066058	
1810012K08Rik	1	ENSMUSG00000087595	
Prkdc	1	ENSMUSG00000022672	
Qars	1	ENSMUSG00000032604	
Fasn	1	ENSMUSG00000025153	
Prkcz	1	ENSMUSG00000029053	
Atg7	1	ENSMUSG00000030314	
Slc26a10	1	ENSMUSG00000040441	
Atg5	1	ENSMUSG00000038160	
Slc26a11	1	ENSMUSG00000039908	
Tbc1d1	1	ENSMUSG00000029174	
Adgrb1	1	ENSMUSG00000034730	
Mov10	1	ENSMUSG00000002227	
Adgrb2	1	ENSMUSG00000028782	
Adgrb3	1	ENSMUSG00000033569	
Tbc1d2	1	ENSMUSG00000039813	
Tbc1d5	1	ENSMUSG00000023923	
D930028M14Rik	1	ENSMUSG00000074274	
Tbc1d4	1	ENSMUSG00000033083	
Tbc1d7	1	ENSMUSG00000021368	
Prkg2	1	ENSMUSG00000029334	
Prkg1	1	ENSMUSG00000052920	
Izumo4	1	ENSMUSG00000055862	
Wdsub1	1	ENSMUSG00000026988	
Izumo1	1	ENSMUSG00000064158	
Tbc1d9	1	ENSMUSG00000031709	
Fat2	1	ENSMUSG00000055333	
Tbc1d8	1	ENSMUSG00000003134	
Fat1	1	ENSMUSG00000070047	
Fat4	1	ENSMUSG00000046743	
Fat3	1	ENSMUSG00000074505	
Adgra3	1	ENSMUSG00000029090	
Mmp23	1	ENSMUSG00000029061	
Gm36172	1	ENSMUSG00000112758	
Mmp24	1	ENSMUSG00000027612	
Mmp25	1	ENSMUSG00000023903	
Mical1	1	ENSMUSG00000019823	
Mmp27	1	ENSMUSG00000070323	
Map2k3os	1	ENSMUSG00000042549	
