NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_PEPTIDE_TRANSPORT	343	295		
GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS	6		Rejected!	
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	1018		Rejected!	
GOBP_PEPTIDYL_ARGININE_METHYLATION	13		Rejected!	
GOBP_PEPTIDYL_ARGININE_MODIFICATION	16	15		
GOBP_PEPTIDYL_ARGININE_N_METHYLATION	5		Rejected!	
GOBP_PEPTIDYL_CYSTEINE_MODIFICATION	51	47		
GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION	27	24		
GOBP_PEPTIDYL_HISTIDINE_MODIFICATION	8		Rejected!	
GOBP_PEPTIDYL_LYSINE_ACETYLATION	83	83		
GOBP_PEPTIDYL_LYSINE_DEACETYLATION	7		Rejected!	
GOBP_PEPTIDYL_LYSINE_DIMETHYLATION	12		Rejected!	
GOBP_PEPTIDYL_LYSINE_HYDROXYLATION	9		Rejected!	
GOBP_PEPTIDYL_LYSINE_METHYLATION	63	58		
GOBP_PEPTIDYL_LYSINE_MODIFICATION	227	217		
GOBP_PEPTIDYL_LYSINE_MONOMETHYLATION	9		Rejected!	
GOBP_PEPTIDYL_LYSINE_OXIDATION	5		Rejected!	
GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION	10		Rejected!	
GOBP_PEPTIDYL_L_CYSTEINE_S_PALMITOYLATION	24	21		
GOBP_PEPTIDYL_METHIONINE_MODIFICATION	11		Rejected!	
GOBP_PEPTIDYL_PROLINE_HYDROXYLATION	14		Rejected!	
GOBP_PEPTIDYL_PROLINE_HYDROXYLATION_TO_4_HYDROXY_L_PROLINE	11		Rejected!	
GOBP_PEPTIDYL_PROLINE_MODIFICATION	42	42		
GOBP_PEPTIDYL_SERINE_AUTOPHOSPHORYLATION	9		Rejected!	
GOBP_PEPTIDYL_SERINE_DEPHOSPHORYLATION	12		Rejected!	
GOBP_PEPTIDYL_SERINE_MODIFICATION	343	299		
GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION	16	16		
GOBP_PEPTIDYL_THREONINE_MODIFICATION	122	116		
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	26	24		
GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION	34	32		
GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION_INVOLVED_IN_INACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	10		Rejected!	
GOBP_PEPTIDYL_TYROSINE_MODIFICATION	321	294		
GOBP_PERICARDIUM_DEVELOPMENT	28	23		
GOBP_PERICARDIUM_MORPHOGENESIS	9		Rejected!	
GOBP_PERICENTRIC_HETEROCHROMATIN_FORMATION	6		Rejected!	
GOBP_PERICYTE_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_AXON_ENSHEATHMENT	32	32		
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	84	79		
GOBP_PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE	9		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	5		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	12		Rejected!	
GOBP_PERISTALSIS	14		Rejected!	
GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	15		Rejected!	
GOBP_PEROXISOMAL_TRANSPORT	24	24		
GOBP_PEROXISOME_FISSION	9		Rejected!	
GOBP_PEROXISOME_ORGANIZATION	38	38		
GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY	26	25		
GOBP_PEXOPHAGY	5		Rejected!	
GOBP_PHAGOCYTOSIS	239	211		
GOBP_PHAGOCYTOSIS_ENGULFMENT	62	54		
GOBP_PHAGOCYTOSIS_RECOGNITION	30	22		
GOBP_PHAGOLYSOSOME_ASSEMBLY	17	17		
GOBP_PHAGOSOME_ACIDIFICATION	7		Rejected!	
GOBP_PHAGOSOME_LYSOSOME_FUSION	12		Rejected!	
GOBP_PHAGOSOME_MATURATION	29	29		
GOBP_PHARYNGEAL_ARCH_ARTERY_MORPHOGENESIS	12		Rejected!	
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT	32	25		
GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION	29	26		
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	54	44		
GOBP_PHENOL_CONTAINING_COMPOUND_CATABOLIC_PROCESS	10		Rejected!	
GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	132	102		
GOBP_PHENOTYPIC_SWITCHING	7		Rejected!	
GOBP_PHENYLPROPANOID_METABOLIC_PROCESS	8		Rejected!	
GOBP_PHOSPHATE_ION_HOMEOSTASIS	23		Rejected!	
GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT	14		Rejected!	
GOBP_PHOSPHATE_ION_TRANSPORT	28	21		
GOBP_PHOSPHATIDIC_ACID_BIOSYNTHETIC_PROCESS	22	22		
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	27	25		
GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	12		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	21	21		
GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS	15		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	62	56		
GOBP_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	7		Rejected!	
GOBP_PHOSPHATIDYLETHANOLAMINE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	26	22		
GOBP_PHOSPHATIDYLGLYCEROL_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	28	25		
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	317	276		
GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS	103	101		
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	26	25		
GOBP_PHOSPHATIDYLINOSITOL_MEDIATED_SIGNALING	24	22		
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	147	144		
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	55	53		
GOBP_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING	5		Rejected!	
GOBP_PHOSPHATIDYLSERINE_EXPOSURE_ON_APOPTOTIC_CELL_SURFACE	12		Rejected!	
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS	21	17		
GOBP_PHOSPHOLIPASE_C_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	110	85		
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	223	218		
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	57	47		
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	40	38		
GOBP_PHOSPHOLIPID_EFFLUX	16		Rejected!	
GOBP_PHOSPHOLIPID_HOMEOSTASIS	17	15		
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS	361	336		
GOBP_PHOSPHOLIPID_TRANSPORT	93	80		
GOBP_PHOSPHORYLATION	1773		Rejected!	
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	67	55		
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	87	75		
GOBP_PHOTORECEPTOR_CELL_MAINTENANCE	45	43		
GOBP_PHOTORECEPTOR_CELL_MORPHOGENESIS	8		Rejected!	
GOBP_PHOTORECEPTOR_CELL_OUTER_SEGMENT_ORGANIZATION	15		Rejected!	
GOBP_PHOTOTRANSDUCTION	30	27		
GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT	9		Rejected!	
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	48	45		
GOBP_PH_REDUCTION	6		Rejected!	
GOBP_PIECEMEAL_MICROAUTOPHAGY_OF_THE_NUCLEUS	10		Rejected!	
GOBP_PIGMENTATION	117	110		
GOBP_PIGMENT_ACCUMULATION	12		Rejected!	
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	53	50		
GOBP_PIGMENT_CELL_DIFFERENTIATION	39	38		
GOBP_PIGMENT_GRANULE_LOCALIZATION	21	19		
GOBP_PIGMENT_GRANULE_MATURATION	10		Rejected!	
GOBP_PIGMENT_GRANULE_ORGANIZATION	40	39		
GOBP_PIGMENT_METABOLIC_PROCESS	69	65		
GOBP_PINOCYTOSIS	22	22		
GOBP_PIRNA_PROCESSING	24	15		
GOBP_PITUITARY_GLAND_DEVELOPMENT	39	28		
GOBP_PLACENTA_BLOOD_VESSEL_DEVELOPMENT	39	35		
GOBP_PLACENTA_DEVELOPMENT	184	165		
GOBP_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_AXIS_ELONGATION	7		Rejected!	
GOBP_PLASMACYTOID_DENDRITIC_CELL_ACTIVATION	5		Rejected!	
GOBP_PLASMA_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_ASSEMBLY	21	20		
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	39	35		
GOBP_PLASMA_MEMBRANE_FUSION	29	16		
GOBP_PLASMA_MEMBRANE_ORGANIZATION	170	147		
GOBP_PLASMA_MEMBRANE_PHOSPHOLIPID_SCRAMBLING	22	15		
GOBP_PLASMA_MEMBRANE_RAFT_ASSEMBLY	6		Rejected!	
GOBP_PLASMA_MEMBRANE_RAFT_ORGANIZATION	10		Rejected!	
GOBP_PLASMA_MEMBRANE_REPAIR	30	30		
GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	7		Rejected!	
GOBP_PLASMA_MEMBRANE_TUBULATION	19	19		
GOBP_PLASMINOGEN_ACTIVATION	27	20		
GOBP_PLATELET_ACTIVATING_FACTOR_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	7		Rejected!	
GOBP_PLATELET_ACTIVATION	97	83		
GOBP_PLATELET_AGGREGATION	58	48		
GOBP_PLATELET_DEGRANULATION	7		Rejected!	
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	21	20		
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA_SIGNALING_PATHWAY	7		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	13		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	66	63		
GOBP_PLATELET_MORPHOGENESIS	24	24		
GOBP_PML_BODY_ORGANIZATION	7		Rejected!	
GOBP_PODOCYTE_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_PODOCYTE_CELL_MIGRATION	8		Rejected!	
GOBP_PODOSOME_ASSEMBLY	23	22		
GOBP_POINTED_END_ACTIN_FILAMENT_CAPPING	7		Rejected!	
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	26	26		
GOBP_POLAR_BODY_EXTRUSION_AFTER_MEIOTIC_DIVISIONS	8		Rejected!	
GOBP_POLYADENYLATION_DEPENDENT_RNA_CATABOLIC_PROCESS	8		Rejected!	
GOBP_POLYADENYLATION_DEPENDENT_SNORNA_3_END_PROCESSING	8		Rejected!	
GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_POLYAMINE_METABOLIC_PROCESS	23	18		
GOBP_POLYAMINE_TRANSMEMBRANE_TRANSPORT	10		Rejected!	
GOBP_POLYAMINE_TRANSPORT	15		Rejected!	
GOBP_POLYKETIDE_METABOLIC_PROCESS	12		Rejected!	
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	64	56		
GOBP_POLYOL_CATABOLIC_PROCESS	8		Rejected!	
GOBP_POLYOL_METABOLIC_PROCESS	108	98		
GOBP_POLYOL_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_POLYPRENOL_CATABOLIC_PROCESS	6		Rejected!	
GOBP_POLYPRENOL_METABOLIC_PROCESS	18	15		
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	68	63		
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	30	27		
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS	108	101		
GOBP_POLY_A_PLUS_MRNA_EXPORT_FROM_NUCLEUS	24	22		
GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PONS_DEVELOPMENT	15		Rejected!	
GOBP_PORE_COMPLEX_ASSEMBLY	21	21		
GOBP_PORPHYRIN_CONTAINING_COMPOUND_CATABOLIC_PROCESS	5		Rejected!	
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	43	41		
GOBP_POSITIVE_CHEMOTAXIS	45	40		
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	22	21		
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	17	17		
GOBP_POSITIVE_REGULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	68	66		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	57	51		
GOBP_POSITIVE_REGULATION_OF_ACTIN_NUCLEATION	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	27	25		
GOBP_POSITIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	56	40		
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	37	25		
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	165	138		
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	31	26		
GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	30	25		
GOBP_POSITIVE_REGULATION_OF_ALKALINE_PHOSPHATASE_ACTIVITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	102	86		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	53	49		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	52	40		
GOBP_POSITIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS	170	163		
GOBP_POSITIVE_REGULATION_OF_AMINE_METABOLIC_PROCESS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT	56	48		
GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	33	30		
GOBP_POSITIVE_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	20	19		
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	26	25		
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	42	32		
GOBP_POSITIVE_REGULATION_OF_ANOIKIS	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	27	25		
GOBP_POSITIVE_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	177	160		
GOBP_POSITIVE_REGULATION_OF_ARACHIDONIC_ACID_SECRETION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	15	15		
GOBP_POSITIVE_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	45	40		
GOBP_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	18	17		
GOBP_POSITIVE_REGULATION_OF_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	19	19		
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY	159	155		
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	15	15		
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	101	96		
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	55	52		
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AXON_GUIDANCE	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BASEMENT_MEMBRANE_ASSEMBLY_INVOLVED_IN_EMBRYONIC_BODY_MORPHOGENESIS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BEHAVIOR	41	31		
GOBP_POSITIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BINDING	197	187		
GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	58	52		
GOBP_POSITIVE_REGULATION_OF_BLOOD_BRAIN_BARRIER_PERMEABILITY	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	45	41		
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	57	42		
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	58	58		
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	40	37		
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	48	45		
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION	27	23		
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	17	17		
GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION	93	83		
GOBP_POSITIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	19	19		
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	76	58		
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	49	43		
GOBP_POSITIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	20	18		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	19	19		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	109	98		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	44	43		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	151	130		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	17	16		
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	47	40		
GOBP_POSITIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CAMP_MEDIATED_SIGNALING	30	24		
GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	149	135		
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	109	105		
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	95	85		
GOBP_POSITIVE_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	30	26		
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	32	28		
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	549		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	1062		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	19	16		
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	71	68		
GOBP_POSITIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	176	161		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	45	38		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	33	29		
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	33	24		
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	27	18		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	348	322		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	551		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1283		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	22	21		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PH_REDUCTION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPIRATION	27	22		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	36	34		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	30	30		
GOBP_POSITIVE_REGULATION_OF_CELLULAR_SENESCENCE	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	447	389		
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	538	485		
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	24	20		
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	351	305		
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	363	329		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	15	15		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	59	55		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	33	32		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	120	111		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	274	245		
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT	558		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	1001		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION	93	73		
GOBP_POSITIVE_REGULATION_OF_CELL_FATE_COMMITMENT	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH	210	183		
