NAME	TITLE	SCORE	
Thegl	theg spermatid protein like [Source:MGI Symbol;Acc:MGI:1919118]	0.07987388	
Zcchc9	zinc finger, CCHC domain containing 9 [Source:MGI Symbol;Acc:MGI:1916335]	0.07987169	
Rpl18	ribosomal protein L18 [Source:MGI Symbol;Acc:MGI:98003]	0.07978215	
Gm17767	predicted gene, 17767 [Source:MGI Symbol;Acc:MGI:5009931]	0.07974008	
Gm17029	predicted gene 17029 [Source:MGI Symbol;Acc:MGI:4937856]	0.07973068	
Mt1	metallothionein 1 [Source:MGI Symbol;Acc:MGI:97171]	0.07969892	
Chd2	chromodomain helicase DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:2448567]	0.07964247	
Gm20646	predicted gene 20646 [Source:MGI Symbol;Acc:MGI:5313093]	0.0796286	
Gm6722	predicted gene 6722 [Source:MGI Symbol;Acc:MGI:3648053]	0.07962057	
Unc13a	unc-13 homolog A [Source:MGI Symbol;Acc:MGI:3051532]	0.07954242	
Mrps27	mitochondrial ribosomal protein S27 [Source:MGI Symbol;Acc:MGI:1919064]	0.07928966	
Insr	insulin receptor [Source:MGI Symbol;Acc:MGI:96575]	0.07926161	
Fkbp8	FK506 binding protein 8 [Source:MGI Symbol;Acc:MGI:1341070]	0.07922015	
C1galt1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1 [Source:MGI Symbol;Acc:MGI:2151071]	0.07909478	
Tigd2	tigger transposable element derived 2 [Source:MGI Symbol;Acc:MGI:1915390]	0.078877665	
Wdr12	WD repeat domain 12 [Source:MGI Symbol;Acc:MGI:1927241]	0.07887669	
Erbb3	erb-b2 receptor tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:95411]	0.0787121	
Gid4	GID complex subunit 4, VID24 homolog [Source:MGI Symbol;Acc:MGI:1914021]	0.07867147	
Rpl27-ps3	ribosomal protein L27, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3646174]	0.0785269	
Pcdhb8	protocadherin beta 8 [Source:MGI Symbol;Acc:MGI:2136742]	0.07826335	
Gm44083	predicted gene, 44083 [Source:MGI Symbol;Acc:MGI:5690475]	0.07820987	
Gm15501	predicted pseudogene 15501 [Source:MGI Symbol;Acc:MGI:3704296]	0.077966355	
Tnni3	troponin I, cardiac 3 [Source:MGI Symbol;Acc:MGI:98783]	0.07794199	
Snapc4	small nuclear RNA activating complex, polypeptide 4 [Source:MGI Symbol;Acc:MGI:2443935]	0.077805094	
Siglecl1	Siglec family like 1 [Source:MGI Symbol;Acc:MGI:3780678]	0.07763777	
Rps12-ps1	ribosomal protein S12, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1353638]	0.07761349	
Slc45a1	solute carrier family 45, member 1 [Source:MGI Symbol;Acc:MGI:2653235]	0.07756638	
Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4 [Source:MGI Symbol;Acc:MGI:97569]	0.07751486	
Acot11	acyl-CoA thioesterase 11 [Source:MGI Symbol;Acc:MGI:1913736]	0.07743497	
Slc41a1	solute carrier family 41, member 1 [Source:MGI Symbol;Acc:MGI:2444823]	0.077256486	
AU015228	expressed sequence AU015228 [Source:MGI Symbol;Acc:MGI:2139152]	0.07723856	
Gm5951	predicted gene 5951 [Source:MGI Symbol;Acc:MGI:3647256]	0.07719296	
Ndufb11b	NADH:ubiquinone oxidoreductase subunit B11B [Source:MGI Symbol;Acc:MGI:1913596]	0.07705162	
Grhl2	grainyhead like transcription factor 2 [Source:MGI Symbol;Acc:MGI:2182543]	0.07699727	
Gm5263	predicted gene 5263 [Source:MGI Symbol;Acc:MGI:3647343]	0.07683283	
4933408J17Rik	RIKEN cDNA 4933408J17 gene [Source:MGI Symbol;Acc:MGI:1921704]	0.07660629	
Gm7008	predicted gene 7008 [Source:MGI Symbol;Acc:MGI:3647211]	0.076564096	
Fer1l5	fer-1-like 5 (C. elegans) [Source:MGI Symbol;Acc:MGI:3616091]	0.07648389	
Gm12174	predicted gene 12174 [Source:MGI Symbol;Acc:MGI:3651722]	0.076440424	
Fam53c	family with sequence similarity 53, member C [Source:MGI Symbol;Acc:MGI:1913556]	0.07628918	
Fis1	fission, mitochondrial 1 [Source:MGI Symbol;Acc:MGI:1913687]	0.07628379	
Plac1	placental specific protein 1 [Source:MGI Symbol;Acc:MGI:1926287]	0.07625506	
Mrgbp	MRG/MORF4L binding protein [Source:MGI Symbol;Acc:MGI:1920497]	0.07611403	
Arhgef11	Rho guanine nucleotide exchange factor (GEF) 11 [Source:MGI Symbol;Acc:MGI:2441869]	0.07600217	
Atp6v1d	ATPase, H+ transporting, lysosomal V1 subunit D [Source:MGI Symbol;Acc:MGI:1921084]	0.07598485	
Gm7336	predicted gene 7336 [Source:MGI Symbol;Acc:MGI:3644851]	0.07590787	
Slc25a24	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24 [Source:MGI Symbol;Acc:MGI:1917160]	0.07579179	
Gm18541	predicted gene, 18541 [Source:MGI Symbol;Acc:MGI:5010726]	0.075749904	
Gm31870	predicted gene, 31870 [Source:MGI Symbol;Acc:MGI:5591029]	0.07569047	
5430431A17Rik	RIKEN cDNA 5430431A17 gene [Source:MGI Symbol;Acc:MGI:1918618]	0.07555631	
Sec11a	SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]	0.07539609	
Grhl3	grainyhead like transcription factor 3 [Source:MGI Symbol;Acc:MGI:2655333]	0.07536644	
D730044K07Rik	RIKEN cDNA D730044K07 gene [Source:MGI Symbol;Acc:MGI:1925101]	0.075280435	
Glyat	glycine-N-acyltransferase [Source:MGI Symbol;Acc:MGI:2147502]	0.07516948	
Ugt2b36	UDP glucuronosyltransferase 2 family, polypeptide B36 [Source:MGI Symbol;Acc:MGI:3576103]	0.07513344	
Cnksr2	connector enhancer of kinase suppressor of Ras 2 [Source:MGI Symbol;Acc:MGI:2661175]	0.07511351	
1700126G02Rik	RIKEN cDNA 1700126G02 gene [Source:MGI Symbol;Acc:MGI:1923898]	0.075108655	
Slc32a1	solute carrier family 32 (GABA vesicular transporter), member 1 [Source:MGI Symbol;Acc:MGI:1194488]	0.07497573	
Gm6989	predicted gene 6989 [Source:MGI Symbol;Acc:MGI:3645400]	0.07495091	
Rplp0-ps1	ribosomal protein, large, P0, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3648599]	0.07488249	
Gm7107	predicted gene 7107 [Source:MGI Symbol;Acc:MGI:3648887]	0.07488226	
Gm22753	predicted gene, 22753 [Source:MGI Symbol;Acc:MGI:5452530]	0.07483938	
Galr2	galanin receptor 2 [Source:MGI Symbol;Acc:MGI:1337018]	0.0748168	
Gem	GTP binding protein (gene overexpressed in skeletal muscle) [Source:MGI Symbol;Acc:MGI:99844]	0.07471752	
Cds2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 [Source:MGI Symbol;Acc:MGI:1332236]	0.07461145	
A530076I17Rik	RIKEN cDNA A530076I17 gene [Source:MGI Symbol;Acc:MGI:2443897]	0.074467845	
Gm14403	predicted gene 14403 [Source:MGI Symbol;Acc:MGI:3649813]	0.074350335	
4833419F23Rik	RIKEN cDNA 4833419F23 gene [Source:MGI Symbol;Acc:MGI:1921165]	0.07425885	
Slc2a8	solute carrier family 2, (facilitated glucose transporter), member 8 [Source:MGI Symbol;Acc:MGI:1860103]	0.0742069	
Siah1-ps2	siah E3 ubiquitin protein ligase 1, pseudogene 2 [Source:MGI Symbol;Acc:MGI:108065]	0.07420576	
Gm17541	predicted gene, 17541 [Source:MGI Symbol;Acc:MGI:4937175]	0.07393553	
Clns1a	chloride channel, nucleotide-sensitive, 1A [Source:MGI Symbol;Acc:MGI:109638]	0.07390466	
Npm3	nucleoplasmin 3 [Source:MGI Symbol;Acc:MGI:894653]	0.073850624	
Gm17954	predicted gene, 17954 [Source:MGI Symbol;Acc:MGI:5010139]	0.07368594	
Sln	sarcolipin [Source:MGI Symbol;Acc:MGI:1913652]	0.07365819	
Gnl2	guanine nucleotide binding protein-like 2 (nucleolar) [Source:MGI Symbol;Acc:MGI:2385207]	0.07364758	
Scg5	secretogranin V [Source:MGI Symbol;Acc:MGI:98289]	0.073564865	
Ap5m1	adaptor-related protein complex 5, mu 1 subunit [Source:MGI Symbol;Acc:MGI:1921635]	0.07308291	
Cd38	CD38 antigen [Source:MGI Symbol;Acc:MGI:107474]	0.0730474	
Scgb1b30	secretoglobin, family 1B, member 30 [Source:MGI Symbol;Acc:MGI:3649901]	0.07304537	
Fdft1	farnesyl diphosphate farnesyl transferase 1 [Source:MGI Symbol;Acc:MGI:102706]	0.07294261	
Oard1	O-acyl-ADP-ribose deacylase 1 [Source:MGI Symbol;Acc:MGI:2146818]	0.07281288	
Gpr158	G protein-coupled receptor 158 [Source:MGI Symbol;Acc:MGI:2441697]	0.072682165	
Gm3636	predicted gene 3636 [Source:MGI Symbol;Acc:MGI:3781812]	0.07266512	
D930030I03Rik	RIKEN cDNA D930030I03 gene [Source:MGI Symbol;Acc:MGI:2444245]	0.07262739	
Ccdc51	coiled-coil domain containing 51 [Source:MGI Symbol;Acc:MGI:1913908]	0.07261262	
Tcerg1	transcription elongation regulator 1 (CA150) [Source:MGI Symbol;Acc:MGI:1926421]	0.07260272	
Gm29725	predicted gene, 29725 [Source:MGI Symbol;Acc:MGI:5588884]	0.07252982	
Lhfpl3	lipoma HMGIC fusion partner-like 3 [Source:MGI Symbol;Acc:MGI:1925076]	0.072529085	
Rnaseh2a	ribonuclease H2, large subunit [Source:MGI Symbol;Acc:MGI:1916974]	0.07224192	
Scamp3	secretory carrier membrane protein 3 [Source:MGI Symbol;Acc:MGI:1346346]	0.07217355	
Pole2	polymerase (DNA directed), epsilon 2 (p59 subunit) [Source:MGI Symbol;Acc:MGI:1197514]	0.07216059	
Unc45a	unc-45 myosin chaperone A [Source:MGI Symbol;Acc:MGI:2142246]	0.07214473	
Zswim5	zinc finger SWIM-type containing 5 [Source:MGI Symbol;Acc:MGI:1921714]	0.07190165	
Ugdh	UDP-glucose dehydrogenase [Source:MGI Symbol;Acc:MGI:1306785]	0.07185069	
Plppr5	phospholipid phosphatase related 5 [Source:MGI Symbol;Acc:MGI:1923019]	0.07183479	
Anks3	ankyrin repeat and sterile alpha motif domain containing 3 [Source:MGI Symbol;Acc:MGI:1919865]	0.07178225	
St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:MGI Symbol;Acc:MGI:106018]	0.071765505	
Vwce	von Willebrand factor C and EGF domains [Source:MGI Symbol;Acc:MGI:1919018]	0.071753	
Gpr82	G protein-coupled receptor 82 [Source:MGI Symbol;Acc:MGI:2441734]	0.071695104	
Mettl5os	methyltransferase like 5, opposite strand [Source:MGI Symbol;Acc:MGI:1922537]	0.07162931	
Gm36756	predicted gene, 36756 [Source:MGI Symbol;Acc:MGI:5595915]	0.071450956	
Gm6375	predicted gene 6375 [Source:MGI Symbol;Acc:MGI:3644303]	0.07137012	
Crybg1	crystallin beta-gamma domain containing 1 [Source:MGI Symbol;Acc:MGI:109544]	0.07123381	
Styx-ps	serine/threonine/tyrosine interacting protein, pseudogene [Source:MGI Symbol;Acc:MGI:3709613]	0.07109976	
Rc3h2	ring finger and CCCH-type zinc finger domains 2 [Source:MGI Symbol;Acc:MGI:2442789]	0.07109708	
Hlcs	holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase) [Source:MGI Symbol;Acc:MGI:894646]	0.071094684	
Cdc26	cell division cycle 26 [Source:MGI Symbol;Acc:MGI:1913690]	0.07103729	
Tomm40	translocase of outer mitochondrial membrane 40 [Source:MGI Symbol;Acc:MGI:1858259]	0.07097823	
Gm10154	predicted gene 10154 [Source:MGI Symbol;Acc:MGI:3642271]	0.0709468	
Mtx1	metaxin 1 [Source:MGI Symbol;Acc:MGI:103025]	0.070726335	
Usp24	ubiquitin specific peptidase 24 [Source:MGI Symbol;Acc:MGI:1919936]	0.07069588	
Gm826	predicted gene 826 [Source:MGI Symbol;Acc:MGI:2685672]	0.07054421	
Gm18227	predicted gene, 18227 [Source:MGI Symbol;Acc:MGI:5010412]	0.07037158	
Gm8797	predicted pseudogene 8797 [Source:MGI Symbol;Acc:MGI:3643769]	0.070357904	
Mpnd	MPN domain containing [Source:MGI Symbol;Acc:MGI:1915297]	0.070277855	
Atp6v0c-ps1	ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 1 [Source:MGI Symbol;Acc:MGI:2151814]	0.070235305	
Gm3436	predicted pseudogene 3436 [Source:MGI Symbol;Acc:MGI:3781613]	0.06982879	
Arf6	ADP-ribosylation factor 6 [Source:MGI Symbol;Acc:MGI:99435]	0.06976828	
C1qbp	complement component 1, q subcomponent binding protein [Source:MGI Symbol;Acc:MGI:1194505]	0.06972946	
Gm22573	predicted gene, 22573 [Source:MGI Symbol;Acc:MGI:5452350]	0.06970723	
Gm28707	predicted gene 28707 [Source:MGI Symbol;Acc:MGI:5579413]	0.06969183	
Rbpj-ps1	recombination signal binding protein for immunoglobulin kappa J region, pseudogene 1 [Source:MGI Symbol;Acc:MGI:96523]	0.06951921	
Lamtor1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:MGI Symbol;Acc:MGI:1913758]	0.06937279	
Fads6	fatty acid desaturase domain family, member 6 [Source:MGI Symbol;Acc:MGI:3039592]	0.06928797	
Mmgt2	membrane magnesium transporter 2 [Source:MGI Symbol;Acc:MGI:2448491]	0.06926901	
Lamtor5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:MGI Symbol;Acc:MGI:1915826]	0.069229886	
Gba	glucosidase, beta, acid [Source:MGI Symbol;Acc:MGI:95665]	0.06914179	
Saraf	store-operated calcium entry-associated regulatory factor [Source:MGI Symbol;Acc:MGI:1915137]	0.06904535	
Snord72	small nucleolar RNA, C/D box 72 [Source:MGI Symbol;Acc:MGI:3819555]	0.06893304	
Washc5	WASH complex subunit 5 [Source:MGI Symbol;Acc:MGI:2146110]	0.06887795	
Cbx8	chromobox 8 [Source:MGI Symbol;Acc:MGI:1353589]	0.06881309	
Naa20	N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:MGI Symbol;Acc:MGI:1915127]	0.0687789	
Clu	clusterin [Source:MGI Symbol;Acc:MGI:88423]	0.068750836	
Klhl10	kelch-like 10 [Source:MGI Symbol;Acc:MGI:2181067]	0.068619646	
Akt1	thymoma viral proto-oncogene 1 [Source:MGI Symbol;Acc:MGI:87986]	0.06859237	
Snx16	sorting nexin 16 [Source:MGI Symbol;Acc:MGI:1921968]	0.06857387	
Gm9234	predicted pseudogene 9234 [Source:MGI Symbol;Acc:MGI:3648545]	0.068438575	
Kcnj14	potassium inwardly-rectifying channel, subfamily J, member 14 [Source:MGI Symbol;Acc:MGI:2384820]	0.06825152	
Gltpd2	glycolipid transfer protein domain containing 2 [Source:MGI Symbol;Acc:MGI:2444527]	0.068192065	
Gm15918	predicted gene 15918 [Source:MGI Symbol;Acc:MGI:3801738]	0.068187475	
Tcn2	transcobalamin 2 [Source:MGI Symbol;Acc:MGI:98534]	0.06817149	
Galc	galactosylceramidase [Source:MGI Symbol;Acc:MGI:95636]	0.06815969	
Dnajc13	DnaJ heat shock protein family (Hsp40) member C13 [Source:MGI Symbol;Acc:MGI:2676368]	0.06800429	
Gm9431	predicted gene 9431 [Source:MGI Symbol;Acc:MGI:3648373]	0.067996465	
9430021M05Rik	RIKEN cDNA 9430021M05 gene [Source:MGI Symbol;Acc:MGI:1924538]	0.06798887	
Celf1	CUGBP, Elav-like family member 1 [Source:MGI Symbol;Acc:MGI:1342295]	0.06793135	
Cops7b	COP9 signalosome subunit 7B [Source:MGI Symbol;Acc:MGI:1349388]	0.06773575	
Tdrkh	tudor and KH domain containing protein [Source:MGI Symbol;Acc:MGI:1919884]	0.06761655	
Cwc22	CWC22 spliceosome-associated protein [Source:MGI Symbol;Acc:MGI:2136773]	0.067574866	
Eid2	EP300 interacting inhibitor of differentiation 2 [Source:MGI Symbol;Acc:MGI:2681174]	0.06752573	
Tshz3	teashirt zinc finger family member 3 [Source:MGI Symbol;Acc:MGI:2442819]	0.067395374	
Rpl10-ps3	ribosomal protein L10, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3704336]	0.06729371	
Rpl8	ribosomal protein L8 [Source:MGI Symbol;Acc:MGI:1350927]	0.06722901	
Pih1d1	PIH1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1916095]	0.067226425	
Gm11383	predicted gene 11383 [Source:MGI Symbol;Acc:MGI:3649586]	0.067133054	
Dynlt1f	dynein light chain Tctex-type 1F [Source:MGI Symbol;Acc:MGI:3780996]	0.067080475	
Cdca7l	cell division cycle associated 7 like [Source:MGI Symbol;Acc:MGI:2384982]	0.067076944	
3110080O07Rik	RIKEN cDNA 3110080O07 gene [Source:MGI Symbol;Acc:MGI:1920491]	0.067043856	
Gm5841	predicted gene 5841 [Source:MGI Symbol;Acc:MGI:3645248]	0.06692333	
Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein [Source:MGI Symbol;Acc:MGI:1915009]	0.06689743	
Csnk1a1	casein kinase 1, alpha 1 [Source:MGI Symbol;Acc:MGI:1934950]	0.066823795	
Zcrb1	zinc finger CCHC-type and RNA binding motif 1 [Source:MGI Symbol;Acc:MGI:1914447]	0.066786215	
Cmklr2	chemerin chemokine-like receptor 2 [Source:MGI Symbol;Acc:MGI:2385324]	0.066670574	
Zfp442	zinc finger protein 442 [Source:MGI Symbol;Acc:MGI:3651999]	0.06655338	
Gm6204	predicted gene 6204 [Source:MGI Symbol;Acc:MGI:3649038]	0.066501476	
Fip1l1	FIP1 like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914149]	0.06648901	
Cltrn	collectrin, amino acid transport regulator [Source:MGI Symbol;Acc:MGI:1926234]	0.06634941	
Fam178b	family with sequence similarity 178, member B [Source:MGI Symbol;Acc:MGI:3026913]	0.06618849	
Tyw5	tRNA-yW synthesizing protein 5 [Source:MGI Symbol;Acc:MGI:1915986]	0.06615588	
Lmbrd1	LMBR1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1915671]	0.06615077	
Cir1	corepressor interacting with RBPJ, 1 [Source:MGI Symbol;Acc:MGI:1914185]	0.06614431	
Trmt12	tRNA methyltransferase 12 [Source:MGI Symbol;Acc:MGI:1915510]	0.06607024	
Cdipt	CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase) [Source:MGI Symbol;Acc:MGI:105491]	0.0660462	
Abhd13	abhydrolase domain containing 13 [Source:MGI Symbol;Acc:MGI:1916154]	0.06603974	
Gm14168	predicted gene 14168 [Source:MGI Symbol;Acc:MGI:3651463]	0.06575587	
Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus [Source:MGI Symbol;Acc:MGI:95777]	0.06573687	
Jph4	junctophilin 4 [Source:MGI Symbol;Acc:MGI:2443113]	0.06570433	
Gm8835	predicted gene 8835 [Source:MGI Symbol;Acc:MGI:3646857]	0.0656096	
Gm5842	predicted gene 5842 [Source:MGI Symbol;Acc:MGI:3645251]	0.065585986	
Mkrn2	makorin, ring finger protein, 2 [Source:MGI Symbol;Acc:MGI:1914277]	0.065423146	
Tmem151a	transmembrane protein 151A [Source:MGI Symbol;Acc:MGI:2147713]	0.06538629	
Itih3	inter-alpha trypsin inhibitor, heavy chain 3 [Source:MGI Symbol;Acc:MGI:96620]	0.06521951	
Prpf6	pre-mRNA splicing factor 6 [Source:MGI Symbol;Acc:MGI:1922946]	0.06513762	
H4c4	H4 clustered histone 4 [Source:MGI Symbol;Acc:MGI:2448423]	0.06513033	
Frat2	frequently rearranged in advanced T cell lymphomas 2 [Source:MGI Symbol;Acc:MGI:2673967]	0.06500676	
Chpf2	chondroitin polymerizing factor 2 [Source:MGI Symbol;Acc:MGI:1917522]	0.064890034	
Rpl34-ps1	ribosomal protein L34, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3704270]	0.064849235	
Syt16	synaptotagmin XVI [Source:MGI Symbol;Acc:MGI:2673872]	0.06480022	
Gm5832	predicted gene 5832 [Source:MGI Symbol;Acc:MGI:3643737]	0.06478639	
Gm7466	predicted gene 7466 [Source:MGI Symbol;Acc:MGI:3648356]	0.06478201	
Klk10	kallikrein related-peptidase 10 [Source:MGI Symbol;Acc:MGI:1916790]	0.064770736	
Ccnc	cyclin C [Source:MGI Symbol;Acc:MGI:1858199]	0.0647521	
Ncbp2	nuclear cap binding protein subunit 2 [Source:MGI Symbol;Acc:MGI:1915342]	0.06416246	
Gm26608	predicted gene, 26608 [Source:MGI Symbol;Acc:MGI:5477102]	0.06414315	
Ppp1r12a	protein phosphatase 1, regulatory subunit 12A [Source:MGI Symbol;Acc:MGI:1309528]	0.064127386	
2700049A03Rik	RIKEN cDNA 2700049A03 gene [Source:MGI Symbol;Acc:MGI:1924217]	0.064069875	
Cacna1b	calcium channel, voltage-dependent, N type, alpha 1B subunit [Source:MGI Symbol;Acc:MGI:88296]	0.06402413	
Ptdss1	phosphatidylserine synthase 1 [Source:MGI Symbol;Acc:MGI:1276575]	0.06396069	
Ankhd1	ankyrin repeat and KH domain containing 1 [Source:MGI Symbol;Acc:MGI:1921733]	0.06395417	
Gm9722	predicted gene 9722 [Source:MGI Symbol;Acc:MGI:3646115]	0.06389993	
Gm960	predicted gene 960 [Source:MGI Symbol;Acc:MGI:2685806]	0.0637082	
Gm2077	predicted gene 2077 [Source:MGI Symbol;Acc:MGI:3780244]	0.063640855	
Zfp420	zinc finger protein 420 [Source:MGI Symbol;Acc:MGI:2444666]	0.06332659	
Gm7688	predicted gene 7688 [Source:MGI Symbol;Acc:MGI:3645865]	0.06324585	
Gm23645	predicted gene, 23645 [Source:MGI Symbol;Acc:MGI:5453422]	0.06323263	
Gm13586	predicted gene 13586 [Source:MGI Symbol;Acc:MGI:3649994]	0.06322418	
Stxbp5	syntaxin binding protein 5 (tomosyn) [Source:MGI Symbol;Acc:MGI:1926058]	0.0631907	
Actr10	ARP10 actin-related protein 10 [Source:MGI Symbol;Acc:MGI:1891654]	0.062894434	
Gm3203	predicted gene 3203 [Source:MGI Symbol;Acc:MGI:3781382]	0.06287578	
B3gntl1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1 [Source:MGI Symbol;Acc:MGI:2441705]	0.06285169	
Elac2	elaC ribonuclease Z 2 [Source:MGI Symbol;Acc:MGI:1890496]	0.06273671	
Tbx6	T-box 6 [Source:MGI Symbol;Acc:MGI:102539]	0.06265749	
Lpgat1	lysophosphatidylglycerol acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2446186]	0.06260084	
Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2 [Source:MGI Symbol;Acc:MGI:1929744]	0.06258713	
Gm9761	predicted gene 9761 [Source:MGI Symbol;Acc:MGI:3708640]	0.06250248	
Gm8883	predicted gene 8883 [Source:MGI Symbol;Acc:MGI:3649116]	0.06249534	
Rpl17-ps9	ribosomal protein L17, pseudogene 9 [Source:MGI Symbol;Acc:MGI:3641818]	0.062473834	
Evi5	ecotropic viral integration site 5 [Source:MGI Symbol;Acc:MGI:104736]	0.062460043	
Ift52	intraflagellar transport 52 [Source:MGI Symbol;Acc:MGI:2387217]	0.062454056	
D030028A08Rik	RIKEN cDNA D030028A08 gene [Source:MGI Symbol;Acc:MGI:2441931]	0.062403385	
4930453N24Rik	RIKEN cDNA 4930453N24 gene [Source:MGI Symbol;Acc:MGI:1914859]	0.062371437	
Kif15	kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258]	0.062364697	
Gm12915	predicted gene 12915 [Source:MGI Symbol;Acc:MGI:3650273]	0.062279895	
Gm22246	predicted gene, 22246 [Source:MGI Symbol;Acc:MGI:5452023]	0.0622429	
Gm9626	predicted gene 9626 [Source:MGI Symbol;Acc:MGI:3780034]	0.062208053	
Myo7a	myosin VIIA [Source:MGI Symbol;Acc:MGI:104510]	0.062006116	
Kif13b	kinesin family member 13B [Source:MGI Symbol;Acc:MGI:1098265]	0.06177524	
Hpdl	4-hydroxyphenylpyruvate dioxygenase-like [Source:MGI Symbol;Acc:MGI:2444646]	0.0616761	
Rpl24	ribosomal protein L24 [Source:MGI Symbol;Acc:MGI:1915443]	0.061675876	
Gm13431	predicted gene 13431 [Source:MGI Symbol;Acc:MGI:3650776]	0.061647564	
Tmem62	transmembrane protein 62 [Source:MGI Symbol;Acc:MGI:2139461]	0.061540425	
Oat	ornithine aminotransferase [Source:MGI Symbol;Acc:MGI:97394]	0.0615149	
Pdcd11	programmed cell death 11 [Source:MGI Symbol;Acc:MGI:1341788]	0.061449	
T2	brachyury 2 [Source:MGI Symbol;Acc:MGI:104658]	0.061199218	
Cldn34c2	claudin 34C2 [Source:MGI Symbol;Acc:MGI:3644765]	0.061014287	
Gm10603	predicted gene 10603 [Source:MGI Symbol;Acc:MGI:3642592]	0.0609754	
Tex261	testis expressed gene 261 [Source:MGI Symbol;Acc:MGI:1096575]	0.060959164	
Gm13770	predicted gene 13770 [Source:MGI Symbol;Acc:MGI:3651719]	0.060922273	
Gm8663	predicted gene 8663 [Source:MGI Symbol;Acc:MGI:3648745]	0.06091781	
Tmem269	transmembrane protein 269 [Source:MGI Symbol;Acc:MGI:1922430]	0.0608964	
Fam131b	family with sequence similarity 131, member B [Source:MGI Symbol;Acc:MGI:1923406]	0.060871348	
Zcchc14	zinc finger, CCHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2159407]	0.060834058	
Fam3a	FAM3 metabolism regulating signaling molecule A [Source:MGI Symbol;Acc:MGI:1913544]	0.060514938	
Gm7721	predicted gene 7721 [Source:MGI Symbol;Acc:MGI:3644419]	0.06051165	
Gm10257	predicted gene 10257 [Source:MGI Symbol;Acc:MGI:3644245]	0.06046066	
Dnase1l2	deoxyribonuclease 1-like 2 [Source:MGI Symbol;Acc:MGI:1913955]	0.060427237	
Brd4	bromodomain containing 4 [Source:MGI Symbol;Acc:MGI:1888520]	0.060328804	
Eef1d	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) [Source:MGI Symbol;Acc:MGI:1913906]	0.060061272	
Pidd1	p53 induced death domain protein 1 [Source:MGI Symbol;Acc:MGI:1889507]	0.060033783	
Rpl35a	ribosomal protein L35A [Source:MGI Symbol;Acc:MGI:1928894]	0.060024943	
Mpdu1	mannose-P-dolichol utilization defect 1 [Source:MGI Symbol;Acc:MGI:1346040]	0.059902072	
Ppp2r5e	protein phosphatase 2, regulatory subunit B', epsilon [Source:MGI Symbol;Acc:MGI:1349473]	0.059840385	
Itfg2	integrin alpha FG-GAP repeat containing 2 [Source:MGI Symbol;Acc:MGI:1915450]	0.05978563	
Gm11533	predicted gene 11533 [Source:MGI Symbol;Acc:MGI:3651874]	0.059780467	
Ttc4	tetratricopeptide repeat domain 4 [Source:MGI Symbol;Acc:MGI:1919604]	0.05971883	
Commd4	COMM domain containing 4 [Source:MGI Symbol;Acc:MGI:1913449]	0.05959175	
Rcan1	regulator of calcineurin 1 [Source:MGI Symbol;Acc:MGI:1890564]	0.05945973	
1700008B11Rik	RIKEN cDNA 1700008B11 gene [Source:MGI Symbol;Acc:MGI:1913571]	0.05911708	
Gm6524	predicted gene 6524 [Source:MGI Symbol;Acc:MGI:3648756]	0.059108943	
Trpc3	transient receptor potential cation channel, subfamily C, member 3 [Source:MGI Symbol;Acc:MGI:109526]	0.05906488	
Sall1	spalt like transcription factor 1 [Source:MGI Symbol;Acc:MGI:1889585]	0.05905872	
Marchf5	membrane associated ring-CH-type finger 5 [Source:MGI Symbol;Acc:MGI:1915207]	0.059011206	
